Title,Artist,Album,Track,Year,Length,Size,Last Modified,Path,Filename,Genre
For All Those Who Died,Bathory,Blood Fire Death,6,1988,298,6.83 MB,4/1/2011,D:\Music Library\Music\Bathory\Blood Fire Death\,06 For All Those Who Died.mp3,Metal
Dies Irae,Bathory,Blood Fire Death,7,1988,312,7.17 MB,4/1/2011,D:\Music Library\Music\Bathory\Blood Fire Death\,07 Dies Irae.mp3,Metal
The Golden Walls of Heaven,Bathory,Blood Fire Death,3,1988,323,7.41 MB,4/1/2011,D:\Music Library\Music\Bathory\Blood Fire Death\,03 The Golden Walls of Heaven.mp3,Metal
A Fine Day to Die,Bathory,Blood Fire Death,2,1988,516,11.83 MB,4/1/2011,D:\Music Library\Music\Bathory\Blood Fire Death\,02 A Fine Day to Die.mp3,Metal
Blood Fire Death,Bathory,Blood Fire Death,8,1988,630,14.43 MB,4/1/2011,D:\Music Library\Music\Bathory\Blood Fire Death\,08 Blood Fire Death.mp3,Metal
Alcoholocaust,Behold...The Arctopus,Nano-Nucleonic Cyborg Summoning,4,2005,170,21.07 MB,4/1/2011,D:\Music Library\Music (FLAC)\Behold...The Arctopus\Nano-Nucleonic Cyborg Summoning\,04 Alcoholocaust.flac,Metal
Alcoholocaust (Live),Behold...The Arctopus,Nano-Nucleonic Cyborg Summoning,6,2005,182,22.67 MB,4/1/2011,D:\Music Library\Music (FLAC)\Behold...The Arctopus\Nano-Nucleonic Cyborg Summoning\,06 Alcoholocaust (Live).flac,Metal
Sensory Amusia,Behold...The Arctopus,Nano-Nucleonic Cyborg Summoning,3,2005,279,32.80 MB,4/1/2011,D:\Music Library\Music (FLAC)\Behold...The Arctopus\Nano-Nucleonic Cyborg Summoning\,03 Sensory Amusia.flac,Metal
Sensory Amusia (Live),Behold...The Arctopus,Nano-Nucleonic Cyborg Summoning,9,2005,314,35.43 MB,4/1/2011,D:\Music Library\Music (FLAC)\Behold...The Arctopus\Nano-Nucleonic Cyborg Summoning\,09 Sensory Amusia (Live).flac,Metal
Estrogen/Pathogen Exchange Program,Behold...The Arctopus,Nano-Nucleonic Cyborg Summoning,2,2005,326,31.80 MB,4/1/2011,D:\Music Library\Music (FLAC)\Behold...The Arctopus\Nano-Nucleonic Cyborg Summoning\,02 Estrogen-Pathogen Exchange Program.flac,Metal
Exospacial Psionic Aura (Live),Behold...The Arctopus,Nano-Nucleonic Cyborg Summoning,8,2005,436,52.10 MB,4/1/2011,D:\Music Library\Music (FLAC)\Behold...The Arctopus\Nano-Nucleonic Cyborg Summoning\,08 Exospacial Psionic Aura (Live).flac,Metal
Exospacial Psionic Aura,Behold...The Arctopus,Nano-Nucleonic Cyborg Summoning,1,2005,452,53.94 MB,4/1/2011,D:\Music Library\Music (FLAC)\Behold...The Arctopus\Nano-Nucleonic Cyborg Summoning\,01 Exospacial Psionic Aura.flac,Metal
You Will Be Reincarnated as an Imperial Attack Spaceturtle,Behold...The Arctopus,Nano-Nucleonic Cyborg Summoning,5,2005,507,60.91 MB,4/1/2011,D:\Music Library\Music (FLAC)\Behold...The Arctopus\Nano-Nucleonic Cyborg Summoning\,05 You Will Be Reincarnated as an Imperial Attack Spaceturtle.flac,Metal
You Will Be Reincarnated as an Imperial Attack Spaceturtle (Live),Behold...The Arctopus,Nano-Nucleonic Cyborg Summoning,7,2005,518,64.06 MB,4/1/2011,D:\Music Library\Music (FLAC)\Behold...The Arctopus\Nano-Nucleonic Cyborg Summoning\,07 You Will Be Reincarnated as an Imperial Attack Spaceturtle (Live).flac,Metal
Arsonist,Between the Buried and Me,Between the Buried and Me,2,2002,290,35.37 MB,4/1/2011,D:\Music Library\Music (FLAC)\Between the Buried and Me\Between the Buried and Me\,02 Arsonist.flac,Metal
Use of a Weapon,Between the Buried and Me,Between the Buried and Me,7,2002,291,35.59 MB,4/1/2011,D:\Music Library\Music (FLAC)\Between the Buried and Me\Between the Buried and Me\,07 Use of a Weapon.flac,Metal
What We Have Become,Between the Buried and Me,Between the Buried and Me,4,2002,307,35.26 MB,4/1/2011,D:\Music Library\Music (FLAC)\Between the Buried and Me\Between the Buried and Me\,04 What We Have Become.flac,Metal
Naked by the Computer,Between the Buried and Me,Between the Buried and Me,6,2002,334,39.00 MB,4/1/2011,D:\Music Library\Music (FLAC)\Between the Buried and Me\Between the Buried and Me\,06 Naked by the Computer.flac,Metal
Aspirations,Between the Buried and Me,Between the Buried and Me,3,2002,346,42.26 MB,4/1/2011,D:\Music Library\Music (FLAC)\Between the Buried and Me\Between the Buried and Me\,03 Aspirations.flac,Metal
Fire for a Dry Mouth,Between the Buried and Me,Between the Buried and Me,5,2002,365,45.12 MB,4/1/2011,D:\Music Library\Music (FLAC)\Between the Buried and Me\Between the Buried and Me\,05 Fire for a Dry Mouth.flac,Metal
More of Myself to Kill,Between the Buried and Me,Between the Buried and Me,1,2002,408,49.71 MB,4/1/2011,D:\Music Library\Music (FLAC)\Between the Buried and Me\Between the Buried and Me\,01 More of Myself to Kill.flac,Metal
Shevanel Cut a Flip,Between the Buried and Me,Between the Buried and Me,8,2002,567,64.19 MB,4/1/2011,D:\Music Library\Music (FLAC)\Between the Buried and Me\Between the Buried and Me\,08 Shevanel Cut a Flip.flac,Metal
The Fall,Blut aus Nord,The Work Which Transforms God,4,2003,92,5.48 MB,7/1/2012,D:\Music Library\Music (FLAC)\Blut aus Nord\The Work Which Transforms God\,04 The Fall.flac,Metal
End,Blut aus Nord,The Work Which Transforms God,1,2003,113,6.69 MB,7/1/2012,D:\Music Library\Music (FLAC)\Blut aus Nord\The Work Which Transforms God\,01 End.flac,Metal
Devilish Essence,Blut aus Nord,The Work Which Transforms God,8,2003,128,8.56 MB,7/1/2012,D:\Music Library\Music (FLAC)\Blut aus Nord\The Work Which Transforms God\,08 Devilish Essence.flac,Metal
Inner Mental Cage,Blut aus Nord,The Work Which Transforms God,10,2003,176,19.36 MB,7/1/2012,D:\Music Library\Music (FLAC)\Blut aus Nord\The Work Which Transforms God\,10 Inner Mental Cage.flac,Metal
The Supreme Abstract,Blut aus Nord,The Work Which Transforms God,6,2003,180,22.83 MB,7/1/2012,D:\Music Library\Music (FLAC)\Blut aus Nord\The Work Which Transforms God\,06 The Supreme Abstract.flac,Metal
Axis,Blut aus Nord,The Work Which Transforms God,3,2003,216,25.72 MB,7/1/2012,D:\Music Library\Music (FLAC)\Blut aus Nord\The Work Which Transforms God\,03 Axis.flac,Metal
Metamorphosis,Blut aus Nord,The Work Which Transforms God,5,2003,322,36.98 MB,7/1/2012,D:\Music Library\Music (FLAC)\Blut aus Nord\The Work Which Transforms God\,05 Metamorphosis.flac,Metal
The Howling of God,Blut aus Nord,The Work Which Transforms God,9,2003,379,45.05 MB,7/1/2012,D:\Music Library\Music (FLAC)\Blut aus Nord\The Work Which Transforms God\,09 The Howling of God.flac,Metal
The Choir of the Dead,Blut aus Nord,The Work Which Transforms God,2,2003,401,44.97 MB,7/1/2012,D:\Music Library\Music (FLAC)\Blut aus Nord\The Work Which Transforms God\,02 The Choir of the Dead.flac,Metal
Our Blessed Frozen Cells,Blut aus Nord,The Work Which Transforms God,7,2003,476,51.33 MB,7/1/2012,D:\Music Library\Music (FLAC)\Blut aus Nord\The Work Which Transforms God\,07 Our Blessed Frozen Cells.flac,Metal
Procession of the Dead Clowns,Blut aus Nord,The Work Which Transforms God,12,2003,595,64.77 MB,7/1/2012,D:\Music Library\Music (FLAC)\Blut aus Nord\The Work Which Transforms God\,12 Procession of the Dead Clowns.flac,Metal
Mondrian Was a Liar,Botch,We Are the Romans,2,1999,161,19.38 MB,4/1/2011,D:\Music Library\Music (FLAC)\Botch\We Are the Romans\,02 Mondrian Was a Liar.flac,Metal
Saint Matthew Returns to the Womb,Botch,We Are the Romans,6,1999,185,21.90 MB,4/1/2011,D:\Music Library\Music (FLAC)\Botch\We Are the Romans\,06 Saint Matthew Returns to the Womb.flac,Metal
I Wanna Be a Sex Symbol On My Own Terms,Botch,We Are the Romans,8,1999,215,25.51 MB,4/1/2011,D:\Music Library\Music (FLAC)\Botch\We Are the Romans\,08 I Wanna Be a Sex Symbol On My Own Terms.flac,Metal
Frequency Ass Bandit,Botch,We Are the Romans,7,1999,267,31.67 MB,4/1/2011,D:\Music Library\Music (FLAC)\Botch\We Are the Romans\,07 Frequency Ass Bandit.flac,Metal
Swimming the Channel vs. Driving the Chunnel,Botch,We Are the Romans,4,1999,271,24.11 MB,4/1/2011,D:\Music Library\Music (FLAC)\Botch\We Are the Romans\,04 Swimming the Channel vs. Driving the Chunnel.flac,Metal
"C. Thomas Howell as the ""Soul Man""",Botch,We Are the Romans,5,1999,284,30.88 MB,4/1/2011,D:\Music Library\Music (FLAC)\Botch\We Are the Romans\,05 C. Thomas Howell as the ''Soul Man''.flac,Metal
To Our Friends in the Great White North,Botch,We Are the Romans,1,1999,310,36.22 MB,4/1/2011,D:\Music Library\Music (FLAC)\Botch\We Are the Romans\,01 To Our Friends in the Great White North.flac,Metal
Transitions from Persona to Object,Botch,We Are the Romans,3,1999,364,42.52 MB,4/1/2011,D:\Music Library\Music (FLAC)\Botch\We Are the Romans\,03 Transitions from Persona to Object.flac,Metal
Untitled,Botch,We Are the Romans,10,1999,447,43.86 MB,4/1/2011,D:\Music Library\Music (FLAC)\Botch\We Are the Romans\,10 Untitled.flac,Metal
Man the Ramparts,Botch,We Are the Romans,9,1999,651,59.58 MB,4/1/2011,D:\Music Library\Music (FLAC)\Botch\We Are the Romans\,09 Man the Ramparts.flac,Metal
Morbid Tales,Celtic Frost,Morbid Tales,4,1988,209,25.41 MB,4/1/2011,D:\Music Library\Music (FLAC)\Celtic Frost\Morbid Tales\,04 Morbid Tales.flac,Metal
Procreation (of the Wicked),Celtic Frost,Morbid Tales,6,1988,245,26.34 MB,4/1/2011,D:\Music Library\Music (FLAC)\Celtic Frost\Morbid Tales\,06 Procreation (of the Wicked).flac,Metal
Into the Crypts of Rays,Celtic Frost,Morbid Tales,1,1988,261,30.17 MB,4/1/2011,D:\Music Library\Music (FLAC)\Celtic Frost\Morbid Tales\,01 Into the Crypts of Rays.flac,Metal
Circle of the Tyrants,Celtic Frost,Morbid Tales,5,1988,267,31.36 MB,4/1/2011,D:\Music Library\Music (FLAC)\Celtic Frost\Morbid Tales\,05 Circle of the Tyrants.flac,Metal
Dethroned Emperor,Celtic Frost,Morbid Tales,3,1988,278,31.36 MB,4/1/2011,D:\Music Library\Music (FLAC)\Celtic Frost\Morbid Tales\,03 Dethroned Emperor.flac,Metal
Visions of Mortality,Celtic Frost,Morbid Tales,2,1988,288,34.47 MB,4/1/2011,D:\Music Library\Music (FLAC)\Celtic Frost\Morbid Tales\,02 Visions of Mortality.flac,Metal
Let Them Hate So Long as They Fear,Cephalic Carnage,Xenosapien,8,2007,70,8.52 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,08 Let Them Hate So Long as They Fear.flac,Metal
Vaporized,Cephalic Carnage,Xenosapien,5,2007,105,13.04 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,05 Vaporized.flac,Metal
The Omega Point,Cephalic Carnage,Xenosapien,9,2007,142,17.25 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,09 The Omega Point.flac,Metal
Molting,Cephalic Carnage,Xenosapien,3,2007,171,20.71 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,03 Molting.flac,Metal
Touched by an Angel,Cephalic Carnage,Xenosapien,4,2007,175,20.98 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,04 Touched by an Angel.flac,Metal
Heptarchy,Cephalic Carnage,Xenosapien,6,2007,202,23.81 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,06 Heptarchy.flac,Metal
Megacosm of the Aquaphobics,Cephalic Carnage,Xenosapien,10,2007,243,30.04 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,10 Megacosm of the Aquaphobics.flac,Metal
Endless Cycle of Violence,Cephalic Carnage,Xenosapien,1,2007,255,28.95 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,01 Endless Cycle of Violence.flac,Metal
Divination & Volition,Cephalic Carnage,Xenosapien,2,2007,260,32.33 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,02 Divination & Volition.flac,Metal
G.lobal O.verhaul D.evice,Cephalic Carnage,Xenosapien,7,2007,350,36.29 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,07 G.lobal O.verhaul D.evice.flac,Metal
Hidden Track,Cephalic Carnage,Xenosapien,12,2007,405,47.44 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,12 Hidden Track.flac,Metal
Ov Vicissitude,Cephalic Carnage,Xenosapien,11,2007,555,33.38 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cephalic Carnage\Xenosapien\,11 Ov Vicissitude.flac,Metal
torn face,Consular,Don't Cross the Swine,4,2007,232,27.51 MB,4/1/2011,D:\Music Library\Music (FLAC)\Consular\Don't Cross the Swine\,04 torn face.flac,Metal
Open Your Mouth,Consular,Don't Cross the Swine,3,2007,247,29.44 MB,4/1/2011,D:\Music Library\Music (FLAC)\Consular\Don't Cross the Swine\,03 Open Your Mouth.flac,Metal
Prisoner,Consular,Don't Cross the Swine,5,2007,286,33.81 MB,4/1/2011,D:\Music Library\Music (FLAC)\Consular\Don't Cross the Swine\,05 Prisoner.flac,Metal
Snake Eater,Consular,Don't Cross the Swine,2,2007,287,34.23 MB,4/1/2011,D:\Music Library\Music (FLAC)\Consular\Don't Cross the Swine\,02 Snake Eater.flac,Metal
Living in the Land of the Blind,Consular,Don't Cross the Swine,6,2007,409,48.08 MB,4/1/2011,D:\Music Library\Music (FLAC)\Consular\Don't Cross the Swine\,06 Living in the Land of the Blind.flac,Metal
Cutter,Converge,Axe to Fall,10,2009,100,13.84 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,10 Cutter.flac,Metal
Axe to Fall,Converge,Axe to Fall,3,2009,101,13.60 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,03 Axe to Fall.flac,Metal
Effigy,Converge,Axe to Fall,4,2009,103,14.00 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,04 Effigy.flac,Metal
Losing Battle,Converge,Axe to Fall,8,2009,107,14.34 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,08 Losing Battle.flac,Metal
Dead Beat,Converge,Axe to Fall,9,2009,156,21.38 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,09 Dead Beat.flac,Metal
Reap What You Sow,Converge,Axe to Fall,2,2009,159,21.75 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,02 Reap What You Sow.flac,Metal
Slave Drive,Converge,Axe to Fall,11,2009,168,22.81 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,11 Slave Drive.flac,Metal
Wishing Well,Converge,Axe to Fall,6,2009,170,22.52 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,06 Wishing Well.flac,Metal
Dark Horse,Converge,Axe to Fall,1,2009,175,23.80 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,01 Dark Horse.flac,Metal
Cruel Bloom,Converge,Axe to Fall,12,2009,242,26.71 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,12 Cruel Bloom.flac,Metal
Damages,Converge,Axe to Fall,7,2009,266,34.49 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,07 Damages.flac,Metal
Worms Will Feed/Rats Will Feast,Converge,Axe to Fall,5,2009,353,44.40 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,05 Worms Will Feed-Rats Will Feast.flac,Metal
Wretched World,Converge,Axe to Fall,13,2009,431,47.28 MB,5/7/2011,D:\Music Library\Music (FLAC)\Converge\Axe to Fall\,13 Wretched World.flac,Metal
A Dance of Elk Entwined,Cormorant,The Last Tree,1,2007,221,25.98 MB,8/28/2011,D:\Music Library\Music (FLAC)\Cormorant\The Last Tree\,01 A Dance of Elk Entwined.flac,Metal
Rain Follows the Plow,Cormorant,The Last Tree,2,2007,240,30.39 MB,8/28/2011,D:\Music Library\Music (FLAC)\Cormorant\The Last Tree\,02 Rain Follows the Plow.flac,Metal
Two Brothers,Cormorant,The Last Tree,4,2007,242,30.77 MB,8/28/2011,D:\Music Library\Music (FLAC)\Cormorant\The Last Tree\,04 Two Brothers.flac,Metal
Trojan Horses,Cormorant,The Last Tree,3,2007,336,41.55 MB,8/28/2011,D:\Music Library\Music (FLAC)\Cormorant\The Last Tree\,03 Trojan Horses.flac,Metal
Ballad of the Beast,Cormorant,The Last Tree,5,2007,542,63.04 MB,8/28/2011,D:\Music Library\Music (FLAC)\Cormorant\The Last Tree\,05 Ballad of the Beast.flac,Metal
Burn Your World,Crowbar,Broken Glass,6,1996,165,19.81 MB,4/1/2011,D:\Music Library\Music (FLAC)\Crowbar\Broken Glass\,06 Burn Your World.flac,Metal
Conquering,Crowbar,Broken Glass,1,1996,169,20.06 MB,4/1/2011,D:\Music Library\Music (FLAC)\Crowbar\Broken Glass\,01 Conquering.flac,Metal
"Above, Below and Inbetween",Crowbar,Broken Glass,8,1996,181,21.60 MB,4/1/2011,D:\Music Library\Music (FLAC)\Crowbar\Broken Glass\,"08 Above, Below and Inbetween.flac",Metal
You Know (I'll Live Again),Crowbar,Broken Glass,9,1996,188,23.72 MB,4/1/2011,D:\Music Library\Music (FLAC)\Crowbar\Broken Glass\,09 You Know (I'll Live Again).flac,Metal
Wrath of Time Be Judgement,Crowbar,Broken Glass,4,1996,212,25.92 MB,4/1/2011,D:\Music Library\Music (FLAC)\Crowbar\Broken Glass\,04 Wrath of Time Be Judgement.flac,Metal
Like Broken Glass,Crowbar,Broken Glass,2,1996,224,26.12 MB,4/1/2011,D:\Music Library\Music (FLAC)\Crowbar\Broken Glass\,02 Like Broken Glass.flac,Metal
I Am Forever,Crowbar,Broken Glass,7,1996,257,31.64 MB,4/1/2011,D:\Music Library\Music (FLAC)\Crowbar\Broken Glass\,07 I Am Forever.flac,Metal
Reborn Thru Me,Crowbar,Broken Glass,10,1996,270,32.86 MB,4/1/2011,D:\Music Library\Music (FLAC)\Crowbar\Broken Glass\,10 Reborn Thru Me.flac,Metal
(Can't) Turn Away From Dying,Crowbar,Broken Glass,3,1996,301,33.98 MB,4/1/2011,D:\Music Library\Music (FLAC)\Crowbar\Broken Glass\,03 (Can't) Turn Away From Dying.flac,Metal
Nothing,Crowbar,Broken Glass,5,1996,330,38.97 MB,4/1/2011,D:\Music Library\Music (FLAC)\Crowbar\Broken Glass\,05 Nothing.flac,Metal
Lichmistress,Cryptopsy,None So Vile,7,1996,151,18.39 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cryptopsy\None So Vile\,07 Lichmistress.flac,Metal
Dead and Dripping,Cryptopsy,None So Vile,4,1996,233,27.83 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cryptopsy\None So Vile\,04 Dead and Dripping.flac,Metal
Crown of Horns,Cryptopsy,None So Vile,1,1996,238,28.73 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cryptopsy\None So Vile\,01 Crown of Horns.flac,Metal
Benedictine Convulsions,Cryptopsy,None So Vile,5,1996,240,28.99 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cryptopsy\None So Vile\,05 Benedictine Convulsions.flac,Metal
Slit Your Guts,Cryptopsy,None So Vile,2,1996,242,30.15 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cryptopsy\None So Vile\,02 Slit Your Guts.flac,Metal
Graves of the Fathers,Cryptopsy,None So Vile,3,1996,251,31.23 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cryptopsy\None So Vile\,03 Graves of the Fathers.flac,Metal
Phobophile,Cryptopsy,None So Vile,6,1996,278,32.20 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cryptopsy\None So Vile\,06 Phobophile.flac,Metal
Orgiastic Disembowelment,Cryptopsy,None So Vile,8,1996,291,35.00 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cryptopsy\None So Vile\,08 Orgiastic Disembowelment.flac,Metal
The Eagle Nature,Cynic,Focus,3,1993,208,23.07 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,03 The Eagle Nature.flac,Metal
Uroboric Forms,Cynic,Focus,6,1993,210,25.87 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,06 Uroboric Forms.flac,Metal
Celestial Voyage,Cynic,Focus,2,1993,217,26.31 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,02 Celestial Voyage.flac,Metal
Cosmos,Cynic,Focus,12,1993,261,29.42 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,12 Cosmos.flac,Metal
Sentiment,Cynic,Focus,4,1993,264,28.65 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,04 Sentiment.flac,Metal
Textures,Cynic,Focus,7,1993,280,29.75 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,07 Textures.flac,Metal
The Circle's Gone,Cynic,Focus,13,1993,320,37.94 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,13 The Circle's Gone.flac,Metal
Veil of Maya,Cynic,Focus,1,1993,321,37.56 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,01 Veil of Maya.flac,Metal
I'm but a Wave To... (2004 Remix),Cynic,Focus,10,1993,321,35.12 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,10 I'm but a Wave To... (2004 Remix).flac,Metal
Veil of Maya (2004 Remix),Cynic,Focus,9,1993,322,36.19 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,09 Veil of Maya (2004 Remix).flac,Metal
I'm but a Wave To...,Cynic,Focus,5,1993,328,37.83 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,05 I'm but a Wave To....flac,Metal
How Could I,Cynic,Focus,8,1993,328,36.15 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,08 How Could I.flac,Metal
How Could I (2004 Remix),Cynic,Focus,11,1993,380,41.54 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,11 How Could I (2004 Remix).flac,Metal
Endless Endeavors,Cynic,Focus,14,1993,596,64.04 MB,4/1/2011,D:\Music Library\Music (FLAC)\Cynic\Focus\,14 Endless Endeavors.flac,Metal
Over fjell og gjennom torner,Darkthrone,Transilvanian Hunger,2,1994,149,16.27 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Transilvanian Hunger\,02 Over fjell og gjennom torner.flac,Metal
Skald av Satans sol,Darkthrone,Transilvanian Hunger,3,1994,268,30.11 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Transilvanian Hunger\,03 Skald av Satans sol.flac,Metal
Slottet i det fjerne,Darkthrone,Transilvanian Hunger,4,1994,285,31.70 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Transilvanian Hunger\,04 Slottet i det fjerne.flac,Metal
Graven takeheimens saler,Darkthrone,Transilvanian Hunger,5,1994,299,33.51 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Transilvanian Hunger\,05 Graven takeheimens saler.flac,Metal
En as i dype skogen,Darkthrone,Transilvanian Hunger,8,1994,302,34.56 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Transilvanian Hunger\,08 En as i dype skogen.flac,Metal
I en hall med flesk og mjød,Darkthrone,Transilvanian Hunger,6,1994,313,35.24 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Transilvanian Hunger\,06 I en hall med flesk og mjød.flac,Metal
As Flittermice as Satans Spys,Darkthrone,Transilvanian Hunger,7,1994,355,39.95 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Transilvanian Hunger\,07 As Flittermice as Satans Spys.flac,Metal
Transilvanian Hunger,Darkthrone,Transilvanian Hunger,1,1994,370,39.98 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Transilvanian Hunger\,01 Transilvanian Hunger.flac,Metal
Unholy Black Metal,Darkthrone,Under a Funeral Moon,4,1993,209,26.07 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Under a Funeral Moon\,04 Unholy Black Metal.flac,Metal
Natassja in Eternal Sleep,Darkthrone,Under a Funeral Moon,1,1993,215,26.87 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Under a Funeral Moon\,01 Natassja in Eternal Sleep.flac,Metal
The Dance of Eternal Shadows,Darkthrone,Under a Funeral Moon,3,1993,222,26.62 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Under a Funeral Moon\,03 The Dance of Eternal Shadows.flac,Metal
Under a Funeral Moon,Darkthrone,Under a Funeral Moon,6,1993,307,39.12 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Under a Funeral Moon\,06 Under a Funeral Moon.flac,Metal
Summer of the Diabolical Holocaust,Darkthrone,Under a Funeral Moon,2,1993,320,39.12 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Under a Funeral Moon\,02 Summer of the Diabolical Holocaust.flac,Metal
Inn i de dype skogers favn,Darkthrone,Under a Funeral Moon,7,1993,325,41.80 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Under a Funeral Moon\,07 Inn i de dype skogers favn.flac,Metal
Crossing the Triangle of Flames,Darkthrone,Under a Funeral Moon,8,1993,373,46.26 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Under a Funeral Moon\,08 Crossing the Triangle of Flames.flac,Metal
To Walk the Infernal Fields,Darkthrone,Under a Funeral Moon,5,1993,472,60.70 MB,9/21/2011,D:\Music Library\Music (FLAC)\Darkthrone\Under a Funeral Moon\,05 To Walk the Infernal Fields.flac,Metal
Lack of Comprehension,Death,Human,5,1991,223,24.34 MB,9/29/2011,D:\Music Library\Music (FLAC)\Death\Human\,05 Lack of Comprehension.flac,Metal
Vacant Planets,Death,Human,8,1991,229,26.56 MB,9/29/2011,D:\Music Library\Music (FLAC)\Death\Human\,08 Vacant Planets.flac,Metal
Together as One,Death,Human,3,1991,249,28.73 MB,9/29/2011,D:\Music Library\Music (FLAC)\Death\Human\,03 Together as One.flac,Metal
Suicide Machine,Death,Human,2,1991,262,30.05 MB,9/29/2011,D:\Music Library\Music (FLAC)\Death\Human\,02 Suicide Machine.flac,Metal
See Through Dreams,Death,Human,6,1991,265,30.61 MB,9/29/2011,D:\Music Library\Music (FLAC)\Death\Human\,06 See Through Dreams.flac,Metal
Cosmic Sea,Death,Human,7,1991,268,28.10 MB,9/29/2011,D:\Music Library\Music (FLAC)\Death\Human\,07 Cosmic Sea.flac,Metal
Flattening of Emotions,Death,Human,1,1991,269,29.93 MB,9/29/2011,D:\Music Library\Music (FLAC)\Death\Human\,01 Flattening of Emotions.flac,Metal
Secret Face,Death,Human,4,1991,276,31.38 MB,9/29/2011,D:\Music Library\Music (FLAC)\Death\Human\,04 Secret Face.flac,Metal
